Title,Summary,Date,Author,Source,URL,Title Length,Summary Length,Language
Dissident Group Wins Amazon Union Leadership Vote,"A dissident group has won control of the Amazon Labor Union, the only union in the country that formally represents Amazon warehouse workers, election results on Tuesday showed.
The union won a representation vote at a Staten Island warehouse in 2022 but has yet to negotiate a contract as Amazon contests the outcome.
A leader of the dissident group, Connor Spence, will take over, succeeding the founding president, Christian Smalls, who chose not to run for re-election.
The result was announced by Mr. Spence’s group and confirmed by Mr. Smalls.
Mr. Spence’s group brought a lawsuit last year to force leadership elections within the union.",07/30/2024,Noam Scheiber,www.nytimes.com,https://www.nytimes.com/2024/07/30/business/economy/amazon-labor-union-election.html,49,644,en
Will A.I. Upend White-Collar Work? Consider the Hollywood Editor.,"For most of his four-plus decades in Hollywood, Thomas R. Moore has worked as a picture editor on network television shows.
When the episode was done, he would receive another episode’s worth of footage, and so on, until he and two other editors worked through the TV season.
This model, which typically pays picture editors $125,000 to $200,000 a year, has mostly survived the shorter seasons of the streaming era, because editors can work on more than one show in a year.
But with the advent of artificial intelligence, Mr. Moore fears that the job will soon be hollowed out.
“We’ll become electronic gig workers.”",07/30/2024,Noam Scheiber,www.nytimes.com,https://www.nytimes.com/2024/07/30/business/economy/artificial-intelligence-hollywood-unions.html,65,616,en
Is the Labor Market About to Crack? It’s the Key Question for the Fed.,"David Gurley Jr.’s bank account benefited from a hot pandemic labor market.
Mr. Gurley, a video game programmer, switched jobs twice in quick succession, boosting his salary and nabbing a fully remote position.
But when it comes to the outlook now, “it seems like things are more or less OK,” Mr. Gurley, 35, said.
Mr. Gurley’s experience — a rip-roaring labor market, then a wobbly one and now some semblance of normality — is the kind of postpandemic roller-coaster ride that many Americans have encountered.
Now economic officials are trying to figure out whether the labor market is settling into a new holding pattern or is poised to take a turn for the worse.",07/30/2024,Jeanna Smialek,www.nytimes.com,https://www.nytimes.com/2024/07/30/business/economy/labor-market-federal-reserve.html,70,665,en
"With Kamala Harris, U.S. Free Trade Skepticism May Continue","In a 2019 presidential debate, Kamala Harris insisted, “I am not a protectionist Democrat.”But Ms. Harris is not a free-trade Democrat, either.
And in 2020, she was one of only 10 senators to vote against the deal to replace NAFTA, the United States-Mexico-Canada Agreement.
As she pursues the presidential nomination, Ms. Harris’s views on trade and economic issues are likely to become a focal point.
Yet unlike former President Donald J. Trump and his running mate, JD Vance, trade has never been a major focus for Ms. Harris.
As a result, her positions on trade issues are not entirely known.",07/26/2024,Ana Swanson,www.nytimes.com,https://www.nytimes.com/2024/07/26/us/politics/kamala-harris-trade-trump.html,59,596,en
Fed’s Preferred Inflation Measure Cooled Overall in June,"The Federal Reserve’s preferred inflation measure continued to gradually cool overall in June even as a “core” inflation measure held steady, likely enough evidence of progress to keep the central bank on track for a rate cut later this year but not enough to stoke speculation that it might reduce rates at its meeting next week.
A “core” price measure that strips out food and fuel costs for a better sense of the underlying inflation trend proved slightly more stubborn.
Yearly core inflation was 2.6 percent, matching its reading in May.
And on a monthly basis, both measures of inflation climbed modestly.
Overall, the report served as a reminder that inflation is substantially lower than it was at its 2022 peak, but is not yet entirely vanquished.",07/26/2024,Jeanna Smialek,www.nytimes.com,https://www.nytimes.com/2024/07/26/business/economy/federal-reserve-inflation-cooled.html,56,755,en
‘We Feel Stuck’: Child Care Needs Limit Women’s Work Force Gains,"Jessica Cuevas loved her job as a college counselor at a high school.
She had been relying on her mother for help, but her parents have been spending more time in Mexico, leaving her without an affordable and reliable child care option.
Ms. Cuevas, who is 35 and lives in Chicago, works part time from home for an education nonprofit, though the work is sporadic and the pay is inconsistent.
She wants a full-time job — in part so she and her husband can buy a bigger house — but she is concerned that the expense of child care would wipe out any financial upside.
“I feel like right now, considering the economy, considering just the cost of living, we feel stuck,” she said.",07/26/2024,Sydney Ember,www.nytimes.com,https://www.nytimes.com/2024/07/26/business/economy/women-jobs-child-care.html,64,676,en
"2025 Could Be a Great Time to Be President, Economically Speaking","As that happens, the Federal Reserve is preparing to cut interest rates.
A huge burst of infrastructure spending under the Biden administration has taken time to ramp up, but projects both small and large are likely to break ground in earnest in 2025 and 2026.
One clear answer: It won’t be the person who shepherded some of the policies that are laying the positive groundwork.
President Biden announced on Sunday that he was ending his candidacy for re-election, passing the Democratic baton to Vice President Kamala Harris.
White House officials play a relatively minor role in slowing inflation and exert no direct control over interest rates.",07/25/2024,Jeanna Smialek,www.nytimes.com,https://www.nytimes.com/2024/07/25/business/economy/2025-economy-president.html,65,647,en
"U.S. Economic Growth Accelerates, Outpacing Forecasts","Economic growth picked up more than expected in the spring, as cooling inflation and a strong labor market allowed consumers to keep spending even as high interest rates weighed on their finances.
Gross domestic product, adjusted for inflation, increased at a 2.8 percent annual rate in the second quarter, the Commerce Department said on Thursday.
That was faster than the 1.4 percent rate recorded in the first quarter, but shy of the unexpectedly strong growth in the second half of last year.
Inflation, which picked up unexpectedly at the start of the year, eased in the quarter.
That is something few forecasters considered likely when the Federal Reserve began raising interest rates two years ago to combat inflation.",07/25/2024,Ben Casselman,www.nytimes.com,https://www.nytimes.com/2024/07/25/business/economy/us-gdp-economy-inflation.html,53,725,en
"On Economic Policy, Harris Has Played Limited Role","Shortly after the Biden administration took office in 2021, Vice President Kamala Harris started calling the chief executives of large banks, including JPMorgan Chase and Bank of America.
The federal government was making hundreds of billions of dollars available for banks to lend to small businesses to keep them afloat during the pandemic recession.
Ms. Harris told the executives they needed to be lending more, faster, particularly to minority-owned businesses that data suggested were struggling to gain access to the money.
The calls represented one of the earliest and most visible forays Ms. Harris made in devising and carrying out the Biden administration’s economic agenda, and illustrated the sort of economic policy niche that she has filled as vice president.
Current and former administration officials, progressive leaders outside the White House and allies of Ms. Harris roundly agree that the vice president, who is now the leading candidate to secure the Democratic presidential nomination, did not play a major role in the creation of the sweeping economic legislation that has defined President Biden’s time in office.",07/24/2024,"Jim Tankersley, Jeanna Smialek, Ana Swanson",www.nytimes.com,https://www.nytimes.com/2024/07/24/us/politics/kamala-harris-economic-policy.html,50,1140,en
Real Estate Crisis? Small Banks Say Their Loans Are Fine.,"Small banks are feeling misunderstood.
Investors worry that those banks could be a crisis waiting to happen.
But executives at these firms — which number about 4,100 in total — say there is an important distinction, and some industry analysts concur.
They caution that small banks are being lumped in with lenders to the owners of half-empty towers in Manhattan, San Francisco and Chicago, which are in the most trouble.
Instead, a majority of commercial building loans by community banks are for smaller buildings — like those housing doctors and local businesses — that tend to be fully leased.",07/24/2024,"Matthew Goldstein, Emily Flitter",www.nytimes.com,https://www.nytimes.com/2024/07/24/business/banks-loans-commercial-real-estate.html,57,596,en
How the Kids Online Safety Act Was Dragged Into a Political War,"Last week, the American Civil Liberties Union sent 300 high school students to Capitol Hill to lobby against the Kids Online Safety Act, a bill meant to protect children online.
The teenagers told the staffs of 85 lawmakers that the legislation could censor important conversations, particularly among marginalized groups like L.G.B.T.Q.
“Regardless of your political perspective, this looks like a censorship bill.”The effort was one of many escalations in recent months by those who oppose the bill.
In June, a progressive nonprofit, Fight for the Future, organized students to write hundreds of letters to urge lawmakers to scrap it.
Conservative groups like Patriot Voices, founded by the former Republican senator Rick Santorum of Pennsylvania, are also protesting with an online petition.",07/30/2024,Cecilia Kang,www.nytimes.com,https://www.nytimes.com/2024/07/30/technology/kosa-child-online-safety.html,63,794,en
How YouTube Took Over Our Television Screens,"Two years ago, YouTube abandoned its audacious plan to beat Hollywood at its own game.
So it canceled the shows and fell back on the user-created content that had made it a household name.
Now, YouTube consistently ranks as the most popular streaming service on U.S. televisions, surpassing the companies it once tried to emulate.
Since Netflix started offering original content in 2012, TV networks have jumped into the streaming race, trying to outflank one another with major upfront investments.
Netflix alone spends $17 billion a year on new series and movies as well as on older fare from other companies’ libraries.",07/30/2024,"Nico Grant, John Koblin",www.nytimes.com,https://www.nytimes.com/2024/07/30/technology/youtube-streaming-tv.html,44,622,en
"Microsoft Profit Jumps 10%, but Cloud Computing Grows Less Than Expected","Microsoft closed its first full fiscal year of aggressive artificial intelligence investment with a mixed bag of results for people worried about how much big tech companies are spending on A.I.
Sales from April through June hit $64.7 billion, up 15 percent from the same period last year, the company reported on Tuesday.
But the company’s cloud computing business did not grow as quickly as investors had expected, leading its share price to drop more than 6 percent in after-hours trading.
Azure, Microsoft’s flagship cloud computing product that includes A.I.
Investors had been hoping it would grow between 30 and 31 percent, as Microsoft had told them to expect.",07/30/2024,Karen Weise,www.nytimes.com,https://www.nytimes.com/2024/07/30/technology/microsoft-earnings-profit.html,72,668,en
Meta Reaches $1.4 Billion Settlement With Texas Over Privacy Violations,"Meta, the parent company of Facebook and Instagram, agreed to a record $1.4 billion settlement with Texas on Tuesday, over allegations that it had illegally collected facial recognition information on millions of users in violation of state law.
Meta violated Texas state privacy laws by automatically tagging users’ faces on its site, according to a suit filed in 2022.
The agreement is the largest privacy settlement by a U.S. state, said Texas’ attorney general, Ken Paxton.
States have become increasingly aggressive in adopting and enforcing privacy and other tech laws, particularly in the absence of a federal privacy law.
Texas, Illinois and Washington have biometric privacy laws that curb the collection of facial, voice and other biometric data.",07/30/2024,Cecilia Kang,www.nytimes.com,https://www.nytimes.com/2024/07/30/technology/meta-texas-privacy-settlement.html,71,756,en
How to Clean Up Your Phone’s Photo Library to Free Up Space,"Are you getting ominous warnings about your phone’s storage?
Have you ever whipped out your phone to show someone a certain photo and had to scroll for minutes to find it?
If you’ve accumulated gigabytes of images over the years, streamlining your photo library and dumping other unnecessary apps and files can let you reclaim that space.
Here’s a guide to doing just that by using free tools that are probably already on your phone.
Check StorageStart your cleanup process by noting the space on your device — and what’s filling it up.",07/03/2024,J. D. Biersdorfer,www.nytimes.com,https://www.nytimes.com/2024/07/03/technology/personaltech/iphone-android-storage-space.html,59,536,en
What the Arrival of A.I. Phones and Computers Means for Our Data,"Apple, Microsoft and Google are heralding a new era of what they describe as artificially intelligent smartphones and computers.
But to make that work, these companies need something from you: more data.
To provide the new bespoke services, the companies and their devices need more persistent, intimate access to our data than before.
In the past, the way we used apps and pulled up files and photos on phones and computers was relatively siloed.
“Do I feel safe giving this information to this company?” Cliff Steinhauer, a director at the National Cybersecurity Alliance, a nonprofit focusing on cybersecurity, said about the companies’ A.I.",06/23/2024,Brian X. Chen,www.nytimes.com,https://www.nytimes.com/2024/06/23/technology/personaltech/ai-phones-computers-privacy.html,64,644,en
Welcome to the Era of the A.I. Smartphone,"Every year, Apple and Google announce major software updates that bring new features to our smartphones, like cosmetic overhauls to the home screen, stronger privacy protections and fun messaging tools.
This year, the changes will feel more radical because the companies are focusing on reinventing our phones with artificial intelligence.
The new tools include a revamped version of its voice assistant, Siri, that is easier to talk to and an A.I.
system that will generate images, create summaries of web articles and craft responses to text messages and emails.
The change that will have a more immediate effect has to do with old-school text messages — also known as the green bubble.",06/10/2024,Brian X. Chen,www.nytimes.com,https://www.nytimes.com/2024/06/10/technology/personaltech/apple-google-ai.html,41,688,en
Finding Your Roots With Help From Your Phone,"Spending time in graveyards and libraries may not be everyone’s idea of summer fun, but for those interested in finding their roots, collecting information about one’s ancestors is a “family” vacation.
Sure, genealogy sites have made researching one’s ancestral history much easier with digitized document archives, family-tree-building software and community forums.
As you visit libraries, archives and cemeteries in pursuit of your roots, keep your smartphone or tablet at hand — it can help with translation tools, document scanners and more.
Decipher TextOld newspapers, religious registries, grave markers and official government documents (either preserved in an analog archive or digitized online) can be invaluable resources for getting information about your ancestors.
However, not every source may be in a language you know.",06/05/2024,J. D. Biersdorfer,www.nytimes.com,https://www.nytimes.com/2024/06/05/technology/personaltech/digitize-family-photos-genealogy-phone.html,44,836,en
The New ChatGPT Offers a Lesson in A.I. Hype,"When OpenAI unveiled the latest version of its immensely popular ChatGPT chatbot this month, it had a new voice possessing humanlike inflections and emotions.
The new ChatGPT was released without most of its new features, including the improved voice (which the company told me it postponed to make fixes).
Amid the delay, the company also deactivated the ChatGPT voice that some said sounded like the actress Scarlett Johansson, after she threatened legal action, replacing it with a different female voice.
For now, what has actually been rolled out in the new ChatGPT is the ability to upload photos for the bot to analyze.
The bot can also do real-time language translations, but ChatGPT will respond in its older, machine-like voice.",05/31/2024,Brian X. Chen,www.nytimes.com,https://www.nytimes.com/2024/05/31/technology/personaltech/chatgpt-4o-openai-review.html,44,738,en
Norah O’Donnell to Step Down as Anchor of ‘CBS Evening News’,"The “CBS Evening News” anchor Norah O’Donnell announced on Tuesday that she would step down from the anchor role after this fall’s presidential election.
Ms. O’Donnell will become a senior correspondent at the network, and told colleagues in an email that she had signed “a long-term commitment” to CBS News.
Her new role will include “big interviews,” she said, and will be featured on a number of programs, including prime-time specials and “60 Minutes.”Before taking the reins of “Evening News” in 2019, Ms. O’Donnell, who is 50, spent several years as a co-host of the CBS News morning newscast.
“It’s time to do something different,” she wrote in her email.
“This presidential election will be my seventh as a journalist, and for many of us in this business we tend to look at our careers in terms of these milestone events.”",07/30/2024,John Koblin,www.nytimes.com,https://www.nytimes.com/2024/07/30/technology/norah-odonnell-cbs-evening-news.html,60,830,en
"Senate Passes Child Online Safety Bill, Sending It to an Uncertain House Fate","The Senate on Tuesday passed bipartisan legislation to impose sweeping safety and privacy requirements for children and teens on social media and other technology platforms, voting overwhelmingly to send the measure to the House, where its fate was uncertain.
Passage of the measure, which has been the subject of a dogged advocacy campaign by parents who say their children lost their lives because of something they found or saw on social media, marked a rare bipartisan achievement at a time of deep polarization in Congress.
Despite the lopsided support among Republicans and Democrats, the package faces a fierce lobbying effort by technology companies that are resisting new regulation, and deep skepticism among free speech advocates who argue that it would chill individual expression and potentially harm some of those whom the bill aims to protect.
The vote was 91 to 3 to approve the measure, sending it to the House, which is in a summer recess until September.
The legislation is the product of years of work by lawmakers and parents to overhaul digital privacy and safety laws as social networking sites, digital gaming and other online platforms increasingly dominate children’s and teens’ lives.",07/30/2024,Maya C. Miller,www.nytimes.com,https://www.nytimes.com/2024/07/30/us/politics/senate-child-online-safety-bill-house.html,77,1211,en
"Kamala Harris Faces a Faster, Uglier Version of the Internet","The internet was spewing racist and sexist attacks long before Vice President Kamala Harris began her presidential campaign this month, including when Barack Obama and Hillary Clinton sought the job.
Since the last major election, however, it has become even more noxious — and more central to American politics.
In 2008, Mr. Obama faced an ecosystem in which Facebook had millions of users, not billions, and the iPhone was just a year old.
In 2020, when Ms. Harris was Joseph R. Biden Jr.’s running mate, it was far harder to use artificial intelligence to produce the fake pornographic renderings and misleading videos that now claim to portray her.
In the week since Ms. Harris — who is Black, of Indian descent and a woman — became the presumptive Democratic presidential nominee, false narratives and conspiracy theories about her have ricocheted across the digital landscape.",07/30/2024,"Tiffany Hsu, Stuart A. Thompson, Steven Lee Myers",www.nytimes.com,https://www.nytimes.com/2024/07/30/technology/kamala-harris-toxic-internet-politics.html,60,882,en
Will A.I. Upend White-Collar Work? Consider the Hollywood Editor.,"For most of his four-plus decades in Hollywood, Thomas R. Moore has worked as a picture editor on network television shows.
When the episode was done, he would receive another episode’s worth of footage, and so on, until he and two other editors worked through the TV season.
This model, which typically pays picture editors $125,000 to $200,000 a year, has mostly survived the shorter seasons of the streaming era, because editors can work on more than one show in a year.
But with the advent of artificial intelligence, Mr. Moore fears that the job will soon be hollowed out.
“We’ll become electronic gig workers.”",07/30/2024,Noam Scheiber,www.nytimes.com,https://www.nytimes.com/2024/07/30/business/economy/artificial-intelligence-hollywood-unions.html,65,616,en
Artificial Intelligence Gives Weather Forecasters a New Edge,"Artificial Intelligence Gives Weather Forecasters a New Edge The brainy machines are predicting global weather patterns with new speed and precision, doing in minutes and seconds what once took hours.
N.C. S.C. GraphCast GraphCast Miss.
specialist at the European Center for Medium-Range Weather Forecasts, the agency that got upstaged on its Beryl forecast.
Even so, reliable weather forecasts turn out to be extraordinarily hard to achieve.
As a result, weather forecasts can fail after a few days, and sometimes after a few hours.",07/29/2024,William J. Broad,www.nytimes.com,https://www.nytimes.com/interactive/2024/07/29/science/ai-weather-forecast-hurricane.html,60,533,en
Elon Musk Says Robotaxis Are Tesla’s Future. Experts Have Doubts.,"In Mr. Musk’s telling, one of Tesla’s main A.I.-based businesses will be driverless taxis, or robotaxis, that can operate pretty much anywhere and in any condition.
Tesla is very close to perfecting such vehicles and will easily secure regulatory approval to put them on roads, Mr. Musk said last week on a conference call to discuss the company’s second-quarter results.
Mr. Musk’s vision of autonomous vehicles, or A.V.s, is not limited to cars that drive themselves.
He has also claimed that individuals who buy Teslas will be able to make money when they are asleep or at work by letting the company use their cars as robotaxis.
The robotaxi service will, Mr. Musk has said, catapult Tesla’s stock market valuation, around $740 billion now, into the trillions of dollars.",07/29/2024,"Jack Ewing, Peter Eavis",www.nytimes.com,https://www.nytimes.com/2024/07/29/business/elon-musk-tesla-robotaxi.html,65,775,en
It’s Silicon Valley vs. Silicon Valley as Political Fights Escalate,"Less than an hour after a gunman in Butler, Pa., tried to assassinate Donald J. Trump this month, David Sacks, a venture capitalist based in San Francisco, directed his anger about the incident toward a former colleague.
“The Left normalized this,” Mr. Sacks wrote on X, linking to a post about Reid Hoffman, a technology investor and major Democratic donor.
Mr. Sacks implied that Mr. Hoffman, a critic of Mr. Trump who had funded a lawsuit accusing the former president of rape and defamation, had helped cause the shooting.
Elon Musk, who leads SpaceX and Tesla and previously worked with Mr. Sacks and Mr. Hoffman, then weighed in on X, name-checking Mr. Hoffman and saying people like him “got their dearest wish.”In Silicon Valley, the spectacle of tech billionaire attacking tech billionaire has suddenly exploded, as pro-Trump executives and their Democratic counterparts have openly turned on each other.
The brawling has spilled into public view online, at conferences and on podcasts, as debates about the country’s future have turned into personal broadsides.",07/29/2024,"Ryan Mac, Erin Griffith, Mike Isaac",www.nytimes.com,https://www.nytimes.com/2024/07/29/technology/silicon-valley-politics-elon-musk-reid-hoffman.html,67,1071,en
Germans Combat Climate Change From Their Balconies,"At a Berlin trade fair for sustainability, a new gadget caught Waltraud Berg’s eye — a solar panel small enough to be easily installed on the side of a balcony and then plugged into a wall socket to feed energy produced by the sun directly into her home.
“I was absolutely thrilled to learn that such a thing even existed, that you can generate your own power and be more independent,” said Ms. Berg, a retiree who installed several panels on the south-facing balcony of her Berlin apartment by herself.
Each of the lightweight panels produces only enough electricity to charge a laptop or run a small refrigerator.
But in homes across Germany, they are powering a quiet transformation, bringing the green revolution into the hands of people without requiring them to make a large investment, find an electrician or use heavy tools.",07/29/2024,Melissa Eddy,www.nytimes.com,https://www.nytimes.com/2024/07/29/business/germany-solar-panels-climate-change.html,50,832,en
Business Is Buzzing Again for the Meme Makers of the Left,"Last Sunday, after President Biden announced he was stepping down from his presidential campaign and endorsing Kamala Harris as his replacement, Democratic meme makers rejoiced.
Minutes after the announcement, a group chat called “Rebel Alliance” — made up of left-wing creators who got to know one another during the 2020 campaign — lit up with excited messages.
“All the progressive meme warriors are giddy right now,” said John Sellers, a co-founder of The Other 98 Percent, a popular left-wing Facebook page with 7.1 million followers, who participated in the chat.
There’s “genuine excitement” about Ms. Harris among liberal creators, he said, “whereas with Biden we were trying to manufacture excitement from vapor.”",07/28/2024,Kevin Roose,www.nytimes.com,https://www.nytimes.com/2024/07/28/technology/kamala-harris-memes.html,57,722,en
How Do You Solve a Problem Like Elon?,"Mr. Musk was in a black T-shirt, Mr.
“It’s pretty private,” Mr. Musk said when Mr.
Lemon asked him about his prescription for ketamine, which Mr. Musk had posted about on X in 2023.
Lemon asked about the advertiser exodus from X, Mr. Musk shook his head: “Don, I have to say, choose your questions carefully.
There’s five minutes left.” As the interview ended, Mr. Musk shot up from his chair, offering an abrupt handshake to the anchor.",07/27/2024,Kate Conger,www.nytimes.com,https://www.nytimes.com/2024/07/27/technology/linda-yaccarino-x-ceo-elon-musk.html,37,437,en
Russian ‘hostage diplomacy’ pays off: Decoding a wartime prisoner exchange,"It was the largest, most elaborate prisoner exchange between Moscow and the West since the Cold War.
Cybercrime kingpin Roman Seleznev and businessman Vladislav Klyushin, convicted of insider trading in the United States, also returned.
Among the most prominent prisoners was the well-known opposition figure Vladimir Kara-Murza, a Russian-British citizen sentenced to 25 years for treason for a speech he gave in the United States.
I got back many hostages, and gave the opposing Country NOTHING – and never any cash.”Bittersweet Russian reactionsAmong the Russian opposition there were mixed, bittersweet feelings.
I feel grateful to their families, Western diplomats and Russian civil society in the West who have tirelessly pushed for this exchange to happen.",08/02/2024,Niko Vorobyov,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/2/russian-hostage-diplomacy-pays-off-decoding-a-wartime-prisoner-exchange,74,763,en
Algerian boxer Imane Khelif becomes target of Olympics gender row,"Algerian boxer Imane Khelif’s 46-second victory at the Paris Olympics has ignited a heated debate over gender eligibility rules with global public figures and sporting bodies weighing in.
Italian boxer Angela Carini abandoned the match against Khelif on Thursday, walking away from the contest to her corner – an extremely rare scene in Olympic boxing.
The way these grifters and concern trolls are acting, you’d think Imane Khelif was just Mike Tysoning dainty women left and right.
Algeria’s Olympic Committee (COA) condemned what it called “malicious and unethical attacks directed against our distinguished athlete, Imane Khelif, by certain foreign media”.
Nadia Whittome, a British politician, posted on X: “Imane Khelif was assigned female at birth.",08/02/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/2/algerian-boxer-imane-khelif-becomes-target-of-gender-row-at-olympics,65,755,en
Southport stabbing: What led to the spread of disinformation?,"On Monday, three girls – aged 6, 7 and 9 – were killed in a stabbing attack at a Taylor Swift-themed dance and yoga session for children in Southport.
False claims about the suspect’s origins spread like wildfire with some falsely naming him as “Ali al-Shakati” with no official source for the name.
With all the outpouring of disinformation online, Southport MP Patrick Hurley told BBC’s Radio 4 Today programme on Wednesday that protests were “led by people from outside the town”.
People in Southport also denounced the violent protests and have helped rebuild parts of the local mosque, which was attacked during the protests.
In the meeting, the prime minister asked police chiefs across the country to improve coordination to tackle violent protests.",08/02/2024,Edna Mohamed,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/2/southport-stabbing-what-led-to-the-spread-of-disinformation,61,756,en
Hamas chief Ismail Haniyeh’s funeral held in Qatar,"Palestinian group calls for ‘day of furious rage’ to coincide with funeral of Haniyeh who was assassinated in Iran.
Funeral ceremonies for Hamas leader Ismail Haniyeh are being held in Qatar as commemorations also take place in countries including Turkey, Lebanon, Yemen, Pakistan, Malaysia and Indonesia.
His family was at the funeral amid tight security measures at Qatar’s national mosque.
“The State of Israel will not tolerate expressions of mourning for a murderer like Ismail Haniyeh,” Foreign Minister Israel Katz said in a statement.
A symbolic funeral was held in Lebanon’s capital Beirut as anger boiled over the killings of Hezbollah’s Shukr and Haniyeh.",08/02/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/2/hamas-chief-ismail-haniyeh-to-be-buried-in-qatar,50,666,en
What the Ismail Haniyeh assassination means for Gaza ceasefire talks,"The assassination of Hamas political chief Ismail Haniyeh on Wednesday risks the region spiralling into a wider conflict and could help or hurt prospects for a ceasefire deal to end Israel’s war on Gaza, several analysts told Al Jazeera.
Hamas has blamed the assassination on Israel, saying in a statement that Haniyeh was killed in “a treacherous Zionist raid on his residence in Tehran”.
Risk of further escalationThe killing of Haniyeh and Shukr will push Iran and Hezbollah to respond delicately to avoid a full-blown regional conflict.
What about the Gaza ceasefire deal?
The assassination of Haniyeh – a key interlocutor for Israel in negotiations to end the war in Gaza – could either sabotage or accelerate a peace deal, analysts said.",08/01/2024,Mat Nashed,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/1/israels-assassinations-threaten-gaza-ceasefire-talks-and-regional-war,68,743,en
What countries has Israel attacked since October 7?,"Since October 7, Israel has been responsible for more than 17,000 attacks in the Middle East.
Since October 7, Israel has been responsible for more than 17,000 attacks in the Middle East.
Where has Israel attacked in the Middle East?
Israel conducted 6,544 number of attacks on Lebanon (38 percent), followed by Syria with 144 incidents recorded.
The Israeli air strikes were the first known direct attack by Israel against the Houthis since the start of the war on Gaza.",08/01/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/1/what-countries-has-israel-attacked-since-october-7,51,471,en
Kurram clashes: How a Pakistani land dispute led to a deadly tribal battle,"According to local authorities and tribal leaders, the current conflict has its roots in a continuing land dispute between Shia-majority and Sunni-majority tribes.
“There have been major land dispute conflicts in the Kurram area between various tribes that have been ongoing since before the partition [of the Indian subcontinent in 1947].
In many areas, Sunni tribes provided security for Shias who were mourning,” Khan said.
Mehsud, the deputy commissioner, said the government hoped to use the ceasefire to resolve the land dispute between the Maleekhel and Madgi Kalay tribes.
“We have our land dispute resolution mechanisms, and this ceasefire will allow us to bring all stakeholders together to try to end this permanently,” he said.",08/02/2024,Abid Hussain,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/2/kurram-clashes-how-a-pakistani-land-dispute-led-to-a-deadly-tribal-battle,74,739,en
Turkey blocks Instagram amid ‘censorship’ row,"Turkey has blocked access to Instagram, the national communications authority said, after a top government official slammed the social media platform for “censoring” Hamas-related content.
According to Turkish media, there are more than 50 million users signed up to Instagram in Turkey, of a population of 85 million.
Many users in the country took to the X platform on Friday to complain about being unable to refresh their Instagram feed.
“Instagram is blocked in Turkey, life is over”, wrote user “CringeOfMaster” alongside a picture of a grieving man.
Others mockingly asked Instagram users where they could see their doctored images now.",08/02/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/2/turkey-blocks-instagram-after-censorship-row,45,643,en
Al Jazeera refutes ‘baseless’ Israeli allegations against Ismail al-Ghoul,"Al Jazeera has “strongly” rejected “baseless” Israeli allegations that the network’s correspondent Ismail al-Ghoul, who was killed in an Israeli attack in Gaza, was a Hamas operative.
“Ismail joined Al Jazeera in November 2023, dedicating all his time and effort to covering the war on Gaza, documenting the Israeli forces’ atrocities in Gaza City and reporting the untold suffering of Palestinians in Gaza,” Al Jazeera Media Network said on Thursday.
Initially, it claimed that it struck Dahdouh and Thuraya for using a camera drone, assuming that they posed a threat to Israeli forces.
At that time Al Jazeera rejected and condemned the allegation, recalling Israel’s long history of attacking the network and its journalists.
Israeli forces had killed the Al Jazeera correspondent Shireen Abu Akleh in the West Bank in 2022 and the network’s cameraman Samer Abudaqa in Gaza in December 2023.",08/01/2024,Al Jazeera Staff,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/1/al-jazeera-refutes-baseless-israeli-allegations-against-ismail-al-ghoul,73,894,en
Who was freed in biggest Russia-West prisoner swap since the Cold War?,"Wall Street Journal reporter Evan Gershkovich has been freed as part of the biggest prisoner swap between Russia and the West since the Cold War.
A dual British-Russian national, the 42-year-old was arrested in April 2022 after a speech in the US where he accused Russia of “war crimes” against Ukraine.
We are overjoyed that Vladimir Kara-Murza has been released as part of a prisoner swap.
Yashin was elected head of a Moscow district council in 2017 but was repeatedly blocked from standing for higher office.
Poland alleged that Rubtsov, whose Spanish name is Pablo Gonzalez, was an agent for Russia’s GRU military intelligence service and was working undercover as a journalist.",08/02/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/2/who-was-freed-in-biggest-russia-west-prisoner-swap-since-the-cold-war,70,683,en
‘Trapped in the past:’ How some US states restrict voting after felonies,"Fort Worth, Texas – There’s an elephant in the room when Crystal Mason talks about her seemingly never-ending legal case.
Stomping around Mason's home in Fort Worth, Texas, Karter clenches a plastic straw between his teeth as a makeshift trunk.
But her case has raised questions about the restrictions some parts of the United States put on people with felony records — and their right to vote.
But in recent years, some states, like Virginia and Tennessee, have bucked the trend, heightening the threshold for the restoration of voting rights.
In other states, like Texas, the automatic restoration of voting rights comes with caveats — something critics blame for stirring up confusion and leading to situations like Mason’s.",08/01/2024,Tyler Hicks,www.aljazeera.com,https://www.aljazeera.com/news/longform/2024/8/1/trapped-in-the-past-how-some-us-states-restrict-voting-after-felonies,72,727,en
